Esn,Country,Localized Device Description,Device Description,Ip,Region Code Display Name,Ts
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-8415-0FD838B22BB8FFB1183EFA493FAB79E8313FE948B3969815B0D8FB740874BDF9,IN,FireTV 4K Stick 2018,FireTV 4K Stick 2018,182.64.68.41,Rajasthan,2020-07-11T08:55:35.582Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-8415-0FD838B22BB8FFB1183EFA493FAB79E8313FE948B3969815B0D8FB740874BDF9,IN,FireTV 4K Stick 2018,FireTV 4K Stick 2018,122.161.92.174,Haryana,2020-07-11T08:47:42.610Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-8415-0FD838B22BB8FFB1183EFA493FAB79E8313FE948B3969815B0D8FB740874BDF9,IN,FireTV 4K Stick 2018,FireTV 4K Stick 2018,122.161.77.65,Uttar Pradesh,2020-07-11T06:55:00.172Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-8415-0FD838B22BB8FFB1183EFA493FAB79E8313FE948B3969815B0D8FB740874BDF9,IN,FireTV 4K Stick 2018,FireTV 4K Stick 2018,110.227.145.178,Rajasthan,2020-07-11T06:44:23.833Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-8415-0FD838B22BB8FFB1183EFA493FAB79E8313FE948B3969815B0D8FB740874BDF9,IN,FireTV 4K Stick 2018,FireTV 4K Stick 2018,117.97.141.85,Uttar Pradesh,2020-07-11T06:24:14.736Z
NFUWA-001-FFA2C12BFC7C6C09D293D55DCF4D78BEC2C29613999B843B85BD6EF096A26251,IN,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,182.68.240.120,Haryana,2020-07-10T18:05:40.585Z
NFAPPL-04-APPLETV5=3-7EDA992BF38D7EE594596C3D81F7E44FF2869530F10AEB2D6ED8843660E6387C,IN,Apple Apple TV 4 Apple TV,Apple Apple TV 4 Apple TV,182.64.221.71,Delhi,2020-07-10T12:27:55.968Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-8415-0FD838B22BB8FFB1183EFA493FAB79E8313FE948B3969815B0D8FB740874BDF9,IN,FireTV 4K Stick 2018,FireTV 4K Stick 2018,182.64.221.71,Delhi,2020-07-10T11:50:58.477Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-8415-0FD838B22BB8FFB1183EFA493FAB79E8313FE948B3969815B0D8FB740874BDF9,IN,FireTV 4K Stick 2018,FireTV 4K Stick 2018,122.161.218.235,Delhi,2020-07-10T07:17:00.764Z
NFUWA-001-FFA2C12BFC7C6C09D293D55DCF4D78BEC2C29613999B843B85BD6EF096A26251,IN,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,182.64.33.37,Haryana,2020-07-09T18:31:47.534Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-8415-0FD838B22BB8FFB1183EFA493FAB79E8313FE948B3969815B0D8FB740874BDF9,IN,FireTV 4K Stick 2018,FireTV 4K Stick 2018,182.64.33.37,Haryana,2020-07-09T16:48:53.533Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-8415-0FD838B22BB8FFB1183EFA493FAB79E8313FE948B3969815B0D8FB740874BDF9,IN,FireTV 4K Stick 2018,FireTV 4K Stick 2018,182.64.33.37,Haryana,2020-07-09T10:29:55.922Z
NFAPPL-04-APPLETV5=3-7EDA992BF38D7EE594596C3D81F7E44FF2869530F10AEB2D6ED8843660E6387C,IN,Apple Apple TV 4 Apple TV,Apple Apple TV 4 Apple TV,182.68.226.136,Rajasthan,2020-07-09T09:42:06.161Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-8415-0FD838B22BB8FFB1183EFA493FAB79E8313FE948B3969815B0D8FB740874BDF9,IN,FireTV 4K Stick 2018,FireTV 4K Stick 2018,182.68.70.35,Haryana,2020-07-09T09:36:42.321Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-8415-0FD838B22BB8FFB1183EFA493FAB79E8313FE948B3969815B0D8FB740874BDF9,IN,FireTV 4K Stick 2018,FireTV 4K Stick 2018,117.97.181.177,Delhi,2020-07-09T09:29:32.864Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-8415-0FD838B22BB8FFB1183EFA493FAB79E8313FE948B3969815B0D8FB740874BDF9,IN,FireTV 4K Stick 2018,FireTV 4K Stick 2018,122.162.223.112,Haryana,2020-07-09T09:24:29.290Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-8415-0FD838B22BB8FFB1183EFA493FAB79E8313FE948B3969815B0D8FB740874BDF9,IN,FireTV 4K Stick 2018,FireTV 4K Stick 2018,182.68.48.112,Maharashtra,2020-07-09T08:52:56.857Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-8415-0FD838B22BB8FFB1183EFA493FAB79E8313FE948B3969815B0D8FB740874BDF9,IN,FireTV 4K Stick 2018,FireTV 4K Stick 2018,182.68.51.27,Haryana,2020-07-09T06:52:04.820Z
NFUWA-001-FFA2C12BFC7C6C09D293D55DCF4D78BEC2C29613999B843B85BD6EF096A26251,IN,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,182.68.116.95,Rajasthan,2020-07-08T19:16:06.490Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-8415-0FD838B22BB8FFB1183EFA493FAB79E8313FE948B3969815B0D8FB740874BDF9,IN,FireTV 4K Stick 2018,FireTV 4K Stick 2018,182.68.116.95,Rajasthan,2020-07-08T16:17:03.109Z
NFAPPL-04-APPLETV5=3-7EDA992BF38D7EE594596C3D81F7E44FF2869530F10AEB2D6ED8843660E6387C,IN,Apple Apple TV 4 Apple TV,Apple Apple TV 4 Apple TV,182.68.116.95,Rajasthan,2020-07-08T10:14:12.414Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-8415-0FD838B22BB8FFB1183EFA493FAB79E8313FE948B3969815B0D8FB740874BDF9,IN,FireTV 4K Stick 2018,FireTV 4K Stick 2018,182.68.116.95,Rajasthan,2020-07-08T08:48:12.906Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-8415-0FD838B22BB8FFB1183EFA493FAB79E8313FE948B3969815B0D8FB740874BDF9,IN,FireTV 4K Stick 2018,FireTV 4K Stick 2018,122.162.212.103,Haryana,2020-07-08T06:47:52.433Z
NFUWA-001-FFA2C12BFC7C6C09D293D55DCF4D78BEC2C29613999B843B85BD6EF096A26251,IN,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,122.162.212.103,Haryana,2020-07-07T18:47:39.829Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-8415-0FD838B22BB8FFB1183EFA493FAB79E8313FE948B3969815B0D8FB740874BDF9,IN,FireTV 4K Stick 2018,FireTV 4K Stick 2018,122.162.212.103,Haryana,2020-07-07T12:25:44.766Z
NFAPPL-04-APPLETV5=3-7EDA992BF38D7EE594596C3D81F7E44FF2869530F10AEB2D6ED8843660E6387C,IN,Apple Apple TV 4 Apple TV,Apple Apple TV 4 Apple TV,122.162.212.103,Haryana,2020-07-07T11:07:38.198Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-8415-0FD838B22BB8FFB1183EFA493FAB79E8313FE948B3969815B0D8FB740874BDF9,IN,FireTV 4K Stick 2018,FireTV 4K Stick 2018,117.97.160.68,Delhi,2020-07-07T10:07:40.571Z
NFUWA-001-FFA2C12BFC7C6C09D293D55DCF4D78BEC2C29613999B843B85BD6EF096A26251,IN,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,117.97.160.68,Delhi,2020-07-07T07:40:53.567Z
NFAPPL-04-APPLETV5=3-7EDA992BF38D7EE594596C3D81F7E44FF2869530F10AEB2D6ED8843660E6387C,IN,Apple Apple TV 4 Apple TV,Apple Apple TV 4 Apple TV,117.97.160.68,Delhi,2020-07-07T06:38:25.117Z
NFUWA-001-FFA2C12BFC7C6C09D293D55DCF4D78BEC2C29613999B843B85BD6EF096A26251,IN,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,122.161.152.254,Delhi,2020-07-06T18:46:56.705Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-8415-0FD838B22BB8FFB1183EFA493FAB79E8313FE948B3969815B0D8FB740874BDF9,IN,FireTV 4K Stick 2018,FireTV 4K Stick 2018,122.161.152.254,Delhi,2020-07-06T18:18:11.646Z
NFUWA-001-FFA2C12BFC7C6C09D293D55DCF4D78BEC2C29613999B843B85BD6EF096A26251,IN,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,182.68.127.234,Rajasthan,2020-07-06T17:28:44.582Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-8415-0FD838B22BB8FFB1183EFA493FAB79E8313FE948B3969815B0D8FB740874BDF9,IN,FireTV 4K Stick 2018,FireTV 4K Stick 2018,182.68.127.234,Rajasthan,2020-07-06T17:26:23.735Z
NFAPPL-04-APPLETV5=3-7EDA992BF38D7EE594596C3D81F7E44FF2869530F10AEB2D6ED8843660E6387C,IN,Apple Apple TV 4 Apple TV,Apple Apple TV 4 Apple TV,182.68.127.234,Rajasthan,2020-07-06T09:50:49.814Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-8415-0FD838B22BB8FFB1183EFA493FAB79E8313FE948B3969815B0D8FB740874BDF9,IN,FireTV 4K Stick 2018,FireTV 4K Stick 2018,182.68.127.234,Rajasthan,2020-07-05T19:51:29.577Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-8415-0FD838B22BB8FFB1183EFA493FAB79E8313FE948B3969815B0D8FB740874BDF9,IN,FireTV 4K Stick 2018,FireTV 4K Stick 2018,182.64.72.94,Rajasthan,2020-07-05T15:53:40.353Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-8415-0FD838B22BB8FFB1183EFA493FAB79E8313FE948B3969815B0D8FB740874BDF9,IN,FireTV 4K Stick 2018,FireTV 4K Stick 2018,122.161.151.17,Delhi,2020-07-05T08:57:35.407Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-8415-0FD838B22BB8FFB1183EFA493FAB79E8313FE948B3969815B0D8FB740874BDF9,IN,FireTV 4K Stick 2018,FireTV 4K Stick 2018,122.161.151.17,Delhi,2020-07-05T02:19:48.430Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-8415-0FD838B22BB8FFB1183EFA493FAB79E8313FE948B3969815B0D8FB740874BDF9,IN,FireTV 4K Stick 2018,FireTV 4K Stick 2018,117.97.189.106,Haryana,2020-07-04T18:44:16.808Z
NFUWA-001-FFA2C12BFC7C6C09D293D55DCF4D78BEC2C29613999B843B85BD6EF096A26251,IN,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,117.97.189.106,Haryana,2020-07-04T17:03:36.873Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-8415-0FD838B22BB8FFB1183EFA493FAB79E8313FE948B3969815B0D8FB740874BDF9,IN,FireTV 4K Stick 2018,FireTV 4K Stick 2018,117.97.189.106,Haryana,2020-07-04T12:40:37.948Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-8415-0FD838B22BB8FFB1183EFA493FAB79E8313FE948B3969815B0D8FB740874BDF9,IN,FireTV 4K Stick 2018,FireTV 4K Stick 2018,122.161.79.226,Uttar Pradesh,2020-07-04T10:21:37.852Z
NFAPPL-02-IPHONE12=1-E6A8FE71C6673D0E3FB6A7DA6AB2EED0FE6D2C4B95EE2B1A1DA1B03A1738C92D,IN,Apple iPhone 11,Apple iPhone 11,122.161.79.226,Uttar Pradesh,2020-07-04T02:25:06.425Z
NFUWA-001-FFA2C12BFC7C6C09D293D55DCF4D78BEC2C29613999B843B85BD6EF096A26251,IN,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,122.161.88.208,Haryana,2020-07-03T19:57:42.413Z
NFUWA-001-FFA2C12BFC7C6C09D293D55DCF4D78BEC2C29613999B843B85BD6EF096A26251,IN,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,122.161.208.232,Delhi,2020-07-03T18:26:26.618Z
NFAPPL-02-IPHONE12=1-E6A8FE71C6673D0E3FB6A7DA6AB2EED0FE6D2C4B95EE2B1A1DA1B03A1738C92D,IN,Apple iPhone 11,Apple iPhone 11,122.161.208.232,Delhi,2020-07-03T18:11:18.694Z
NFAPPL-04-APPLETV5=3-7EDA992BF38D7EE594596C3D81F7E44FF2869530F10AEB2D6ED8843660E6387C,IN,Apple Apple TV 4 Apple TV,Apple Apple TV 4 Apple TV,117.97.173.123,Delhi,2020-07-03T12:41:11.243Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-8415-0FD838B22BB8FFB1183EFA493FAB79E8313FE948B3969815B0D8FB740874BDF9,IN,FireTV 4K Stick 2018,FireTV 4K Stick 2018,117.97.173.123,Delhi,2020-07-03T07:37:45.312Z
NFAPPL-04-APPLETV5=3-7EDA992BF38D7EE594596C3D81F7E44FF2869530F10AEB2D6ED8843660E6387C,IN,Apple Apple TV 4 Apple TV,Apple Apple TV 4 Apple TV,117.97.168.118,Uttar Pradesh,2020-07-03T04:55:51.844Z
NFUWA-001-FFA2C12BFC7C6C09D293D55DCF4D78BEC2C29613999B843B85BD6EF096A26251,IN,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,182.64.58.51,Haryana,2020-07-02T17:43:20.728Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-8415-0FD838B22BB8FFB1183EFA493FAB79E8313FE948B3969815B0D8FB740874BDF9,IN,FireTV 4K Stick 2018,FireTV 4K Stick 2018,182.64.58.51,Haryana,2020-07-02T10:52:21.641Z
NFAPPL-04-APPLETV5=3-7EDA992BF38D7EE594596C3D81F7E44FF2869530F10AEB2D6ED8843660E6387C,IN,Apple Apple TV 4 Apple TV,Apple Apple TV 4 Apple TV,110.227.157.187,Rajasthan,2020-07-02T09:30:02.646Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-8415-0FD838B22BB8FFB1183EFA493FAB79E8313FE948B3969815B0D8FB740874BDF9,IN,FireTV 4K Stick 2018,FireTV 4K Stick 2018,110.227.157.187,Rajasthan,2020-07-02T06:38:56.966Z
NFAPPL-04-APPLETV5=3-7EDA992BF38D7EE594596C3D81F7E44FF2869530F10AEB2D6ED8843660E6387C,IN,Apple Apple TV 4 Apple TV,Apple Apple TV 4 Apple TV,182.64.222.28,Delhi,2020-07-01T14:10:00.669Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-8415-0FD838B22BB8FFB1183EFA493FAB79E8313FE948B3969815B0D8FB740874BDF9,IN,FireTV 4K Stick 2018,FireTV 4K Stick 2018,182.64.222.28,Delhi,2020-07-01T08:50:05.828Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-8415-0FD838B22BB8FFB1183EFA493FAB79E8313FE948B3969815B0D8FB740874BDF9,IN,FireTV 4K Stick 2018,FireTV 4K Stick 2018,182.64.222.28,Delhi,2020-06-30T14:16:26.426Z
NFAPPL-04-APPLETV5=3-7EDA992BF38D7EE594596C3D81F7E44FF2869530F10AEB2D6ED8843660E6387C,IN,Apple Apple TV 4 Apple TV,Apple Apple TV 4 Apple TV,182.64.222.28,Delhi,2020-06-30T11:18:02.103Z
NFAPPL-04-APPLETV5=3-7EDA992BF38D7EE594596C3D81F7E44FF2869530F10AEB2D6ED8843660E6387C,IN,Apple Apple TV 4 Apple TV,Apple Apple TV 4 Apple TV,182.64.59.62,Haryana,2020-06-30T09:38:31.046Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-8415-0FD838B22BB8FFB1183EFA493FAB79E8313FE948B3969815B0D8FB740874BDF9,IN,FireTV 4K Stick 2018,FireTV 4K Stick 2018,117.97.137.129,Delhi,2020-06-29T14:10:47.858Z
NFAPPL-04-APPLETV5=3-7EDA992BF38D7EE594596C3D81F7E44FF2869530F10AEB2D6ED8843660E6387C,IN,Apple Apple TV 4 Apple TV,Apple Apple TV 4 Apple TV,117.97.137.129,Delhi,2020-06-29T11:20:16.768Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-8415-0FD838B22BB8FFB1183EFA493FAB79E8313FE948B3969815B0D8FB740874BDF9,IN,FireTV 4K Stick 2018,FireTV 4K Stick 2018,117.97.137.129,Delhi,2020-06-28T09:50:36.786Z
NFAPPL-04-APPLETV5=3-7EDA992BF38D7EE594596C3D81F7E44FF2869530F10AEB2D6ED8843660E6387C,IN,Apple Apple TV 4 Apple TV,Apple Apple TV 4 Apple TV,117.97.137.129,Delhi,2020-06-28T08:59:03.339Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-8415-0FD838B22BB8FFB1183EFA493FAB79E8313FE948B3969815B0D8FB740874BDF9,IN,FireTV 4K Stick 2018,FireTV 4K Stick 2018,117.99.175.12,Delhi,2020-06-27T08:54:05.817Z
NFAPPL-02-IPHONE12=1-E6A8FE71C6673D0E3FB6A7DA6AB2EED0FE6D2C4B95EE2B1A1DA1B03A1738C92D,IN,Apple iPhone 11,Apple iPhone 11,117.99.175.12,Delhi,2020-06-27T07:58:53.486Z
NFAPPL-04-APPLETV5=3-7EDA992BF38D7EE594596C3D81F7E44FF2869530F10AEB2D6ED8843660E6387C,IN,Apple Apple TV 4 Apple TV,Apple Apple TV 4 Apple TV,117.99.175.12,Delhi,2020-06-27T05:51:20.845Z
NFAPPL-02-IPHONE12=1-E6A8FE71C6673D0E3FB6A7DA6AB2EED0FE6D2C4B95EE2B1A1DA1B03A1738C92D,IN,Apple iPhone 11,Apple iPhone 11,117.99.175.12,Delhi,2020-06-26T16:25:18.812Z
NFAPPL-04-APPLETV5=3-7EDA992BF38D7EE594596C3D81F7E44FF2869530F10AEB2D6ED8843660E6387C,IN,Apple Apple TV 4 Apple TV,Apple Apple TV 4 Apple TV,117.99.175.12,Delhi,2020-06-26T09:13:27.388Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-8415-0FD838B22BB8FFB1183EFA493FAB79E8313FE948B3969815B0D8FB740874BDF9,IN,FireTV 4K Stick 2018,FireTV 4K Stick 2018,117.99.175.12,Delhi,2020-06-26T09:06:46.865Z
NFAPPL-04-APPLETV5=3-7EDA992BF38D7EE594596C3D81F7E44FF2869530F10AEB2D6ED8843660E6387C,IN,Apple Apple TV 4 Apple TV,Apple Apple TV 4 Apple TV,122.162.216.38,Haryana,2020-06-25T16:40:34.354Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-8415-0FD838B22BB8FFB1183EFA493FAB79E8313FE948B3969815B0D8FB740874BDF9,IN,FireTV 4K Stick 2018,FireTV 4K Stick 2018,122.162.216.38,Haryana,2020-06-25T11:08:53.737Z
NFAPPL-04-APPLETV5=3-7EDA992BF38D7EE594596C3D81F7E44FF2869530F10AEB2D6ED8843660E6387C,IN,Apple Apple TV 4 Apple TV,Apple Apple TV 4 Apple TV,122.162.216.38,Haryana,2020-06-24T17:41:10.052Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-8415-0FD838B22BB8FFB1183EFA493FAB79E8313FE948B3969815B0D8FB740874BDF9,IN,FireTV 4K Stick 2018,FireTV 4K Stick 2018,117.97.191.30,Delhi,2020-06-24T13:06:24.194Z
NFAPPL-04-APPLETV5=3-7EDA992BF38D7EE594596C3D81F7E44FF2869530F10AEB2D6ED8843660E6387C,IN,Apple Apple TV 4 Apple TV,Apple Apple TV 4 Apple TV,117.97.191.30,Delhi,2020-06-24T08:16:17.798Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-8415-0FD838B22BB8FFB1183EFA493FAB79E8313FE948B3969815B0D8FB740874BDF9,IN,FireTV 4K Stick 2018,FireTV 4K Stick 2018,117.97.191.30,Delhi,2020-06-24T06:19:32.978Z
NFAPPL-02-IPHONE12=1-E6A8FE71C6673D0E3FB6A7DA6AB2EED0FE6D2C4B95EE2B1A1DA1B03A1738C92D,IN,Apple iPhone 11,Apple iPhone 11,182.64.67.16,Rajasthan,2020-06-23T14:54:44.355Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-8415-0FD838B22BB8FFB1183EFA493FAB79E8313FE948B3969815B0D8FB740874BDF9,IN,FireTV 4K Stick 2018,FireTV 4K Stick 2018,182.64.67.16,Rajasthan,2020-06-23T13:29:16.343Z
NFAPPL-04-APPLETV5=3-7EDA992BF38D7EE594596C3D81F7E44FF2869530F10AEB2D6ED8843660E6387C,IN,Apple Apple TV 4 Apple TV,Apple Apple TV 4 Apple TV,182.64.67.16,Rajasthan,2020-06-23T11:44:37.405Z
NFAPPL-04-APPLETV5=3-7EDA992BF38D7EE594596C3D81F7E44FF2869530F10AEB2D6ED8843660E6387C,IN,Apple Apple TV 4 Apple TV,Apple Apple TV 4 Apple TV,182.64.67.16,Rajasthan,2020-06-22T08:46:17.313Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-8415-0FD838B22BB8FFB1183EFA493FAB79E8313FE948B3969815B0D8FB740874BDF9,IN,FireTV 4K Stick 2018,FireTV 4K Stick 2018,182.64.67.16,Rajasthan,2020-06-22T02:47:15.303Z
NFAPPL-02-IPHONE12=1-E6A8FE71C6673D0E3FB6A7DA6AB2EED0FE6D2C4B95EE2B1A1DA1B03A1738C92D,IN,Apple iPhone 11,Apple iPhone 11,182.68.229.106,Rajasthan,2020-06-21T17:56:09.845Z
NFAPPL-04-APPLETV5=3-7EDA992BF38D7EE594596C3D81F7E44FF2869530F10AEB2D6ED8843660E6387C,IN,Apple Apple TV 4 Apple TV,Apple Apple TV 4 Apple TV,182.68.229.106,Rajasthan,2020-06-21T16:24:51.320Z
NFAPPL-04-APPLETV5=3-7EDA992BF38D7EE594596C3D81F7E44FF2869530F10AEB2D6ED8843660E6387C,IN,Apple Apple TV 4 Apple TV,Apple Apple TV 4 Apple TV,182.64.191.2,Delhi,2020-06-21T11:08:52.019Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-8415-0FD838B22BB8FFB1183EFA493FAB79E8313FE948B3969815B0D8FB740874BDF9,IN,FireTV 4K Stick 2018,FireTV 4K Stick 2018,182.64.191.2,Delhi,2020-06-21T10:09:04.262Z
NFAPPL-04-APPLETV5=3-7EDA992BF38D7EE594596C3D81F7E44FF2869530F10AEB2D6ED8843660E6387C,IN,Apple Apple TV 4 Apple TV,Apple Apple TV 4 Apple TV,182.64.191.2,Delhi,2020-06-21T04:09:27.952Z
NFAPPL-04-APPLETV5=3-7EDA992BF38D7EE594596C3D81F7E44FF2869530F10AEB2D6ED8843660E6387C,IN,Apple Apple TV 4 Apple TV,Apple Apple TV 4 Apple TV,171.79.66.21,Delhi,2020-06-20T16:21:52.870Z
NFAPPL-02-IPHONE12=1-E6A8FE71C6673D0E3FB6A7DA6AB2EED0FE6D2C4B95EE2B1A1DA1B03A1738C92D,IN,Apple iPhone 11,Apple iPhone 11,171.79.66.21,Delhi,2020-06-20T15:09:54.729Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-8415-0FD838B22BB8FFB1183EFA493FAB79E8313FE948B3969815B0D8FB740874BDF9,IN,FireTV 4K Stick 2018,FireTV 4K Stick 2018,171.79.66.21,Delhi,2020-06-20T11:42:15.063Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-8415-0FD838B22BB8FFB1183EFA493FAB79E8313FE948B3969815B0D8FB740874BDF9,IN,FireTV 4K Stick 2018,FireTV 4K Stick 2018,117.97.183.3,Delhi,2020-06-20T10:33:49.478Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-8415-0FD838B22BB8FFB1183EFA493FAB79E8313FE948B3969815B0D8FB740874BDF9,IN,FireTV 4K Stick 2018,FireTV 4K Stick 2018,122.161.83.80,Haryana,2020-06-20T07:05:10.710Z
NFAPPL-04-APPLETV5=3-7EDA992BF38D7EE594596C3D81F7E44FF2869530F10AEB2D6ED8843660E6387C,IN,Apple Apple TV 4 Apple TV,Apple Apple TV 4 Apple TV,182.64.209.244,Delhi,2020-06-20T07:00:10.381Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-8415-0FD838B22BB8FFB1183EFA493FAB79E8313FE948B3969815B0D8FB740874BDF9,IN,FireTV 4K Stick 2018,FireTV 4K Stick 2018,182.64.209.244,Delhi,2020-06-20T04:58:03.978Z
NFAPPL-04-APPLETV5=3-7EDA992BF38D7EE594596C3D81F7E44FF2869530F10AEB2D6ED8843660E6387C,IN,Apple Apple TV 4 Apple TV,Apple Apple TV 4 Apple TV,182.64.209.244,Delhi,2020-06-19T13:27:25.201Z
NFAPPL-02-IPHONE12=1-E6A8FE71C6673D0E3FB6A7DA6AB2EED0FE6D2C4B95EE2B1A1DA1B03A1738C92D,IN,Apple iPhone 11,Apple iPhone 11,182.64.209.244,Delhi,2020-06-19T11:27:28.031Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-8415-0FD838B22BB8FFB1183EFA493FAB79E8313FE948B3969815B0D8FB740874BDF9,IN,FireTV 4K Stick 2018,FireTV 4K Stick 2018,182.64.209.244,Delhi,2020-06-19T11:23:29.262Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-8415-0FD838B22BB8FFB1183EFA493FAB79E8313FE948B3969815B0D8FB740874BDF9,IN,FireTV 4K Stick 2018,FireTV 4K Stick 2018,182.64.173.175,Delhi,2020-06-18T08:49:13.659Z
NFAPPL-04-APPLETV5=3-7EDA992BF38D7EE594596C3D81F7E44FF2869530F10AEB2D6ED8843660E6387C,IN,Apple Apple TV 4 Apple TV,Apple Apple TV 4 Apple TV,182.64.173.175,Delhi,2020-06-17T13:03:47.314Z
NFAPPL-02-IPHONE12=1-E6A8FE71C6673D0E3FB6A7DA6AB2EED0FE6D2C4B95EE2B1A1DA1B03A1738C92D,IN,Apple iPhone 11,Apple iPhone 11,182.64.173.175,Delhi,2020-06-17T11:42:42.249Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-8415-0FD838B22BB8FFB1183EFA493FAB79E8313FE948B3969815B0D8FB740874BDF9,IN,FireTV 4K Stick 2018,FireTV 4K Stick 2018,182.64.173.175,Delhi,2020-06-17T07:27:06.801Z
NFAPPL-04-APPLETV5=3-7EDA992BF38D7EE594596C3D81F7E44FF2869530F10AEB2D6ED8843660E6387C,IN,Apple Apple TV 4 Apple TV,Apple Apple TV 4 Apple TV,182.64.178.78,Delhi,2020-06-16T09:13:23.653Z
NFANDROID2-PRV-FIRETVSTICK2018-AMAZOAFTMM-8415-0FD838B22BB8FFB1183EFA493FAB79E8313FE948B3969815B0D8FB740874BDF9,IN,FireTV 4K Stick 2018,FireTV 4K Stick 2018,182.64.178.78,Delhi,2020-06-16T08:13:54.963Z
NFAPPL-04-APPLETV5=3-7EDA992BF38D7EE594596C3D81F7E44FF2869530F10AEB2D6ED8843660E6387C,IN,Apple Apple TV 4 Apple TV,Apple Apple TV 4 Apple TV,182.64.178.78,Delhi,2020-06-14T03:58:08.259Z
